cliente,fecha,nombre_categoria,nombre_competencia, precio_competencia,vida_util,fecha_inventario,historial_compras,precio,nombre_tipo,cantidad_disponible,cantidad_comprada,tipo_promocion,fecha_inicio,fecha_fin
Cliente 3286,26/02/2022,Queso,Delizia,46.2,74,18/01/2022,106,46.4,Agencia,121,58.07,2x1,28/12/2018,01/03/2021
Cliente 3287,22/01/2021,Crema de Lecha,Delizia,93.6,6,19/12/2020,145,97.7,Online,278,45.85,Sin Descuento,01/10/2018,21/11/2022
Cliente 3288,26/12/2021,Queso,Purita,20.8,38,12/12/2021,76,16.4,Supermercado,232,96.35,Sin Descuento,07/09/2019,02/08/2022
Cliente 3289,01/01/2022,Yogurt Griego,Nestle,39.5,17,28/11/2021,62,44.2,Supermercado,14,47.73,Sin Descuento,24/11/2021,02/12/2021
Cliente 3290,15/07/2021,Leche,Pairumani,46.7,27,03/07/2021,78,44,Agencia,93,96.66,2x1,28/12/2020,14/08/2021
Cliente 3291,25/04/2020,Helado,Pairumani,47.6,24,09/03/2020,107,51.5,Supermercado,32,44.92,2x1,13/08/2020,14/08/2020
Cliente 3292,28/01/2020,Jugo,Delizia,73.8,8,18/12/2019,379,72.4,Supermercado,59,52.29,2x1,21/02/2021,08/05/2022
Cliente 3293,12/01/2021,Helado,Pairumani,29.2,28,24/12/2020,54,31.5,Online,396,84.73,Sin Descuento,15/02/2020,24/02/2020
Cliente 3294,20/08/2020,Helado,Pairumani,28.8,26,11/07/2020,241,29.8,Agencia,87,99.53,Descuento Porcentual,28/02/2020,28/01/2022
Cliente 3295,27/03/2020,Gelatina,Nestle,57.4,66,04/02/2020,157,58.6,Supermercado,62,47.66,2x1,12/01/2020,16/01/2020
Cliente 3296,15/05/2021,Mantequilla,Pairumani,61.3,13,10/04/2021,836,66.2,Supermercado,77,44.79,Descuento Porcentual,10/07/2021,12/07/2021
Cliente 3297,14/10/2021,Jugo,Nestle,23.4,12,03/09/2021,111,26.1,Agencia,7,26.82,2x1,18/08/2020,20/08/2020
Cliente 3298,24/01/2020,Gelatina,Nestle,87.9,144,12/12/2019,107,87.9,Online,221,39.81,Descuento Porcentual,13/04/2019,05/10/2021
Cliente 3299,15/12/2020,Helado,Delizia,52.5,25,24/11/2020,8,53.3,Online,42,14.58,2x1,14/01/2020,11/02/2020
Cliente 3300,08/03/2021,Leche,Nestle,96.1,23,23/02/2021,226,99.1,Online,59,68.02,2x1,12/06/2019,16/06/2019
Cliente 3301,15/12/2019,Leche,Delizia,81.2,27,23/11/2019,5,83,Agencia,3,87.91,2x1,08/02/2018,04/05/2019
Cliente 3302,21/04/2019,Mantequilla,Nestle,89.3,11,04/03/2019,546,92.9,Online,315,87.12,Descuento Porcentual,03/04/2018,02/08/2018
Cliente 3303,01/10/2020,Gelatina,Delizia,40.5,87,30/08/2020,341,37.1,Supermercado,87,20.08,Descuento Porcentual,19/03/2018,09/10/2020
Cliente 3304,22/01/2020,Mantequilla,Delizia,53.5,12,02/01/2020,77,51.8,Supermercado,475,74.85,2x1,20/11/2019,28/11/2019
Cliente 3305,02/03/2020,Jugo,Delizia,16,13,05/02/2020,246,18.1,Supermercado,334,96.39,Sin Descuento,15/06/2021,19/06/2021
Cliente 3306,24/09/2021,Gelatina,Delizia,41.5,92,03/09/2021,602,39.1,Online,23,10.38,2x1,09/06/2020,31/01/2021
Cliente 3307,16/10/2019,Mantequilla,Delizia,47.5,11,08/10/2019,90,44.6,Supermercado,58,43.83,Descuento Porcentual,02/03/2018,18/03/2019
Cliente 3308,20/08/2019,Mantequilla,Nestle,20.9,11,26/07/2019,120,16.7,Agencia,781,52.33,2x1,08/10/2022,15/10/2022
Cliente 3309,21/04/2020,Gelatina,Delizia,69.3,77,11/04/2020,184,71.7,Online,151,15.37,2x1,20/03/2022,16/04/2022
Cliente 3310,11/01/2019,Yogurt,Pairumani,19.8,21,04/01/2019,1,20.5,Agencia,21,32.34,2x1,27/09/2018,03/06/2019
Cliente 3311,21/01/2022,Queso,Purita,75.1,36,22/12/2021,212,70.4,Supermercado,58,11.97,Descuento Porcentual,07/07/2018,26/11/2022
Cliente 3312,06/02/2021,Crema de Lecha,Delizia,57.3,6,20/01/2021,526,56.3,Agencia,36,39.48,2x1,28/09/2020,19/02/2022
Cliente 3313,21/01/2022,Mermelada,Nestle,34,35,16/12/2021,7,35.8,Online,1,59.05,Descuento Porcentual,27/01/2022,15/12/2022
Cliente 3314,26/01/2021,Mantequilla,Pairumani,75,8,28/11/2020,38,74.8,Agencia,40,20.97,Descuento Porcentual,16/04/2019,20/11/2019
Cliente 3315,21/05/2022,Helado,Delizia,36.4,24,08/04/2022,154,36.7,Agencia,179,57.6,Sin Descuento,23/06/2022,13/07/2022
Cliente 3316,14/10/2021,Yogurt,Delizia,18.9,22,13/10/2021,19,17.5,Supermercado,11,24.34,2x1,24/12/2021,22/01/2022
Cliente 3317,15/06/2021,Mantequilla,Pairumani,92.6,9,06/05/2021,73,95.3,Agencia,913,42.13,Descuento Porcentual,10/04/2020,24/04/2020
Cliente 3318,07/11/2021,Mermelada,Pairumani,92.8,31,21/09/2021,526,96.2,Online,385,81.76,Sin Descuento,11/09/2021,04/10/2021
Cliente 3319,07/03/2020,Crema de Lecha,Pairumani,88.2,7,09/02/2020,53,89.9,Supermercado,930,14.82,Descuento Porcentual,07/02/2018,07/01/2020
Cliente 3320,07/02/2019,Mermelada,Pairumani,19.7,35,21/12/2018,26,22.6,Supermercado,101,82.15,Sin Descuento,04/03/2022,21/03/2022
Cliente 3321,18/12/2020,Leche,Pairumani,29.2,24,31/10/2020,21,31.9,Online,24,48.13,Sin Descuento,07/06/2022,17/06/2022
Cliente 3322,12/11/2022,Helado,Delizia,49.7,24,07/10/2022,247,53.9,Agencia,687,54.71,Sin Descuento,03/03/2022,04/03/2022
Cliente 3323,28/01/2021,Gelatina,Nestle,87.7,65,19/01/2021,200,83.8,Supermercado,579,67.13,Descuento Porcentual,10/04/2020,26/07/2022
Cliente 3324,21/04/2022,Gelatina,Pairumani,93.4,137,03/04/2022,2,94.3,Agencia,7,98.07,2x1,26/12/2022,09/01/2023
Cliente 3325,12/03/2020,Yogurt Griego,Nestle,67.5,15,06/03/2020,7,63.8,Online,197,62.94,Descuento Porcentual,26/05/2020,28/05/2020
Cliente 3326,28/06/2019,Yogurt,Delizia,85.7,22,28/05/2019,31,85.2,Supermercado,227,77.98,2x1,01/10/2022,11/10/2022
Cliente 3327,24/11/2020,Jugo,Delizia,72,10,12/11/2020,443,70.7,Supermercado,488,23.16,2x1,22/08/2022,11/09/2022
Cliente 3328,26/06/2019,Crema de Lecha,Delizia,35.1,6,28/05/2019,587,34,Supermercado,293,76.13,2x1,10/10/2022,18/10/2022
Cliente 3329,05/09/2021,Yogurt,Pairumani,83.7,25,22/08/2021,199,84.3,Supermercado,480,83.01,Descuento Porcentual,20/04/2022,17/05/2022
Cliente 3330,13/12/2021,Queso,Pairumani,50.9,34,21/11/2021,53,49.7,Supermercado,225,98.8,2x1,27/12/2019,18/01/2020
Cliente 3331,14/06/2020,Yogurt Griego,Pairumani,47,13,12/05/2020,732,46.5,Online,8,69.07,Sin Descuento,08/03/2018,30/04/2022
Cliente 3332,08/11/2020,Yogurt,Pairumani,81.4,30,29/09/2020,134,77.1,Online,163,40.28,Descuento Porcentual,02/11/2022,14/11/2022
Cliente 3333,28/08/2022,Leche,Delizia,14.2,25,07/08/2022,639,13.7,Supermercado,239,83,2x1,30/06/2020,29/12/2022
Cliente 3334,07/12/2020,Yogurt Griego,Nestle,74.6,18,03/12/2020,62,77,Supermercado,517,13.81,2x1,30/11/2018,03/02/2019
Cliente 3335,02/10/2019,Mermelada,ILVA,53.6,39,15/08/2019,434,52.7,Online,210,67.99,Sin Descuento,11/12/2018,13/12/2018
Cliente 3336,07/02/2022,Mermelada,Pairumani,96.6,33,24/12/2021,113,97.8,Supermercado,169,46.24,Descuento Porcentual,02/08/2019,08/07/2022
Cliente 3337,02/12/2019,Yogurt,Pairumani,70,28,25/10/2019,13,66.9,Agencia,74,27.8,Sin Descuento,06/06/2019,21/06/2019
Cliente 3338,23/02/2021,Leche,Nestle,72.2,30,04/02/2021,103,72.1,Supermercado,166,82.71,2x1,17/03/2021,25/03/2021
Cliente 3339,02/03/2022,Mermelada,Nestle,66.4,35,27/02/2022,397,63.3,Supermercado,553,64.67,Descuento Porcentual,09/10/2020,03/11/2021
Cliente 3340,22/07/2019,Mermelada,ILVA,82,29,21/06/2019,179,80.8,Supermercado,282,28.62,2x1,15/08/2021,27/08/2021
Cliente 3341,14/10/2019,Crema de Lecha,Delizia,22,7,21/08/2019,196,18.2,Supermercado,570,53.95,2x1,05/05/2018,08/05/2018
Cliente 3342,08/09/2019,Leche,Delizia,54.1,1,20/08/2019,20,51.2,Agencia,124,86.7,2x1,08/08/2021,04/09/2021
Cliente 3343,27/07/2020,Mermelada,Delizia,31.3,30,07/07/2020,120,35.4,Supermercado,384,97.24,2x1,07/06/2020,25/06/2020
Cliente 3344,06/03/2019,Crema de Lecha,Delizia,55.6,5,25/02/2019,678,53.2,Agencia,114,32,Descuento Porcentual,29/07/2018,09/02/2019
Cliente 3345,07/05/2022,Mermelada,Nestle,49.5,38,28/03/2022,257,45.3,Supermercado,164,23.01,Sin Descuento,19/08/2020,13/09/2020
Cliente 3346,13/05/2022,Mantequilla,Pairumani,56.4,12,16/04/2022,22,56.1,Agencia,177,65.79,Descuento Porcentual,24/09/2021,07/10/2021
Cliente 3347,22/02/2020,Yogurt Griego,Pairumani,19,15,07/02/2020,425,22.7,Agencia,203,63.53,Sin Descuento,13/09/2021,23/09/2021
Cliente 3348,13/03/2021,Yogurt Griego,Pairumani,76.3,18,01/03/2021,121,74.6,Agencia,138,79.07,Sin Descuento,22/09/2019,27/04/2021
Cliente 3349,26/02/2019,Yogurt Griego,Nestle,25.5,13,15/02/2019,10,28,Agencia,137,92.78,2x1,21/04/2019,17/01/2022
Cliente 3350,12/03/2020,Leche,Delizia,40.1,25,28/02/2020,47,40.1,Agencia,25,92.19,2x1,03/11/2019,27/02/2021
Cliente 3351,16/01/2019,Gelatina,Delizia,63.6,62,13/01/2019,498,65.1,Agencia,315,46.87,2x1,26/03/2020,23/09/2021
Cliente 3352,18/12/2021,Crema de Lecha,Delizia,71.9,5,26/11/2021,343,71.7,Agencia,389,42.21,Descuento Porcentual,06/06/2022,04/07/2022
Cliente 3353,15/02/2022,Crema de Lecha,Delizia,90.2,7,06/02/2022,451,88.9,Agencia,53,64.07,Descuento Porcentual,13/01/2021,25/01/2021
Cliente 3354,16/09/2019,Leche,Nestle,28.5,29,13/09/2019,1,24,Agencia,118,78.36,2x1,20/05/2018,14/10/2021
Cliente 3355,09/08/2022,Yogurt Griego,Nestle,24.2,12,02/08/2022,448,21.7,Supermercado,211,90.57,Sin Descuento,19/08/2019,06/05/2021
Cliente 3356,15/02/2021,Jugo,Delizia,41.3,14,10/02/2021,156,42.9,Agencia,50,43.42,Sin Descuento,07/12/2019,17/12/2019
Cliente 3357,20/10/2019,Mermelada,ILVA,97.6,37,19/09/2019,334,93.1,Supermercado,369,42.01,Descuento Porcentual,30/09/2022,18/10/2022
Cliente 3358,25/02/2020,Leche,Nestle,70.2,1,03/01/2020,882,65.5,Agencia,38,37.84,Descuento Porcentual,17/04/2018,08/05/2018
Cliente 3359,16/11/2022,Mermelada,Delizia,69.9,33,17/10/2022,130,67,Online,205,70.25,2x1,09/09/2020,09/11/2022
Cliente 3360,14/12/2020,Leche,Delizia,91.1,2,27/10/2020,359,95.2,Agencia,73,27.7,Descuento Porcentual,19/03/2019,12/06/2020
Cliente 3361,12/04/2019,Crema de Lecha,Delizia,51.3,7,17/03/2019,57,51,Supermercado,273,89.41,Descuento Porcentual,08/12/2021,01/01/2022
Cliente 3362,25/12/2019,Yogurt Griego,Nestle,98.9,15,05/12/2019,490,95.6,Agencia,76,72.14,Sin Descuento,09/08/2019,16/03/2021
Cliente 3363,27/11/2021,Mermelada,Pairumani,52.8,26,13/10/2021,514,54.5,Online,420,67.94,Descuento Porcentual,04/09/2021,28/09/2021
Cliente 3364,09/12/2019,Mantequilla,Pairumani,45.4,7,23/10/2019,614,42.7,Supermercado,301,40.77,Sin Descuento,30/07/2021,08/03/2022
Cliente 3365,13/07/2020,Mermelada,Delizia,58.5,38,27/05/2020,257,53.5,Supermercado,35,62.82,2x1,17/02/2022,22/02/2022
Cliente 3366,12/10/2020,Crema de Lecha,Nestle,38,7,06/09/2020,23,41.1,Online,341,88.82,2x1,25/01/2022,03/08/2022
Cliente 3367,26/06/2022,Yogurt,Delizia,48,24,22/06/2022,355,51.3,Supermercado,375,77.6,Sin Descuento,30/08/2021,28/01/2022
Cliente 3368,09/01/2019,Mantequilla,Delizia,31.3,13,10/11/2018,12,34.5,Supermercado,10,28.96,Descuento Porcentual,27/09/2020,20/10/2020
Cliente 3369,08/08/2019,Yogurt Griego,Pairumani,28.6,18,14/06/2019,77,26.5,Online,394,17.66,Sin Descuento,07/12/2022,19/12/2022
Cliente 3370,27/12/2020,Crema de Lecha,Delizia,80.8,6,23/11/2020,61,77.6,Online,213,64.77,2x1,09/04/2019,04/05/2019
Cliente 3371,12/11/2022,Gelatina,Delizia,20.8,137,09/11/2022,2,25,Online,112,40.18,Descuento Porcentual,27/02/2019,24/12/2020
Cliente 3372,28/04/2020,Leche,Pairumani,36.4,1,27/04/2020,125,35.8,Agencia,718,61.06,Descuento Porcentual,27/02/2018,23/01/2020
Cliente 3373,05/11/2022,Jugo,Pairumani,47.8,14,06/09/2022,272,43.9,Supermercado,623,66.71,2x1,05/06/2020,07/01/2021
Cliente 3374,13/08/2022,Crema de Lecha,Pairumani,49.2,6,21/07/2022,12,50.9,Agencia,316,22.64,Descuento Porcentual,04/03/2020,10/03/2020
Cliente 3375,15/02/2021,Yogurt Griego,Delizia,18.8,12,06/01/2021,29,15,Supermercado,210,49.59,Descuento Porcentual,22/02/2022,25/02/2022
Cliente 3376,16/07/2022,Yogurt Griego,Delizia,36.2,13,22/06/2022,449,34.8,Online,406,50.67,Descuento Porcentual,07/05/2021,15/05/2021
Cliente 3377,07/05/2021,Yogurt,Delizia,98.5,21,11/03/2021,64,96.5,Agencia,504,23.35,2x1,13/12/2021,22/12/2021
Cliente 3378,24/05/2019,Gelatina,Nestle,15.7,63,12/04/2019,463,15.7,Agencia,67,60.96,2x1,27/09/2018,04/07/2019
Cliente 3379,06/04/2022,Leche,Nestle,92.3,1,09/02/2022,25,88.6,Agencia,12,41.83,2x1,03/08/2020,25/09/2020
Cliente 3380,03/03/2020,Helado,Delizia,64.7,21,23/01/2020,476,66.3,Supermercado,66,49.73,Sin Descuento,23/12/2020,09/08/2021
Cliente 3381,09/07/2020,Jugo,Delizia,39.2,7,18/05/2020,201,43.7,Agencia,644,15.69,Sin Descuento,06/06/2021,27/06/2021
Cliente 3382,15/11/2020,Mantequilla,Delizia,82.1,14,25/10/2020,72,80.6,Supermercado,562,99.17,2x1,01/11/2019,19/11/2019
Cliente 3383,11/11/2022,Jugo,Delizia,18.1,13,19/10/2022,426,14.2,Agencia,271,12.09,Sin Descuento,11/03/2021,31/05/2021
Cliente 3384,02/09/2020,Yogurt Griego,Nestle,33,13,19/07/2020,248,33.6,Online,15,66.09,Descuento Porcentual,08/08/2018,10/01/2019
Cliente 3385,22/07/2019,Helado,Delizia,46.4,22,15/06/2019,136,50.6,Agencia,485,47.95,2x1,07/12/2018,10/09/2019
Cliente 3386,09/05/2019,Mantequilla,Delizia,32.4,13,20/03/2019,97,34.3,Agencia,71,77.82,Sin Descuento,24/08/2021,04/09/2021
Cliente 3387,01/07/2020,Jugo,Delizia,78.9,13,02/05/2020,127,81,Online,111,94.08,Sin Descuento,11/07/2020,08/08/2020
Cliente 3388,06/06/2021,Queso,Norland,62.3,76,28/04/2021,309,64.6,Online,413,34.42,Sin Descuento,30/04/2019,29/01/2022
Cliente 3389,19/04/2022,Queso,Purita,36.2,63,18/02/2022,73,37.1,Supermercado,106,31.91,2x1,16/04/2021,29/04/2021
Cliente 3390,23/06/2019,Yogurt Griego,Delizia,99.3,14,27/04/2019,286,104.1,Online,14,72.11,2x1,25/11/2022,21/12/2022
Cliente 3391,27/01/2020,Helado,Delizia,95.4,29,04/12/2019,735,97.8,Online,184,17.64,2x1,14/04/2021,14/05/2021
Cliente 3392,01/06/2019,Leche,Delizia,25.6,2,07/05/2019,157,26.5,Supermercado,8,11.63,Sin Descuento,27/04/2020,25/09/2021
Cliente 3393,23/04/2019,Mermelada,Delizia,31.2,39,03/04/2019,58,33.5,Supermercado,115,97.31,2x1,26/03/2020,23/11/2022
Cliente 3394,21/05/2022,Yogurt Griego,Nestle,84.2,18,24/04/2022,249,83,Supermercado,435,69.99,Sin Descuento,21/11/2018,12/07/2019
Cliente 3395,03/01/2020,Crema de Lecha,Nestle,57.4,6,29/11/2019,7,60.9,Supermercado,671,43.64,2x1,04/08/2019,14/10/2020
Cliente 3396,13/07/2022,Yogurt Griego,Delizia,72.4,14,12/06/2022,257,68.1,Online,291,49.01,Descuento Porcentual,12/09/2018,08/08/2019
Cliente 3397,11/01/2019,Yogurt Griego,Nestle,92.9,18,31/12/2018,339,88.9,Agencia,7,57.97,2x1,22/03/2018,28/12/2020
Cliente 3398,17/12/2022,Helado,Delizia,15.7,28,26/11/2022,450,11.7,Supermercado,377,94.42,2x1,16/03/2020,26/03/2020
Cliente 3399,21/02/2021,Mermelada,Delizia,93.3,27,12/02/2021,129,89.5,Supermercado,680,78.95,2x1,20/08/2022,13/09/2022
Cliente 3400,05/11/2022,Mantequilla,Delizia,14.7,14,27/09/2022,37,15.5,Supermercado,79,36.47,2x1,11/01/2019,07/02/2019
Cliente 3401,07/09/2022,Leche,Delizia,84.2,1,05/08/2022,135,85.6,Online,436,80.72,Descuento Porcentual,13/07/2021,07/08/2021
Cliente 3402,07/01/2020,Crema de Lecha,Delizia,69.9,7,04/12/2019,549,72.7,Agencia,297,95.27,2x1,11/06/2018,13/11/2020
Cliente 3403,04/06/2022,Gelatina,Pairumani,36.8,108,24/05/2022,305,34.8,Agencia,11,94.4,Sin Descuento,06/10/2018,01/06/2021
Cliente 3404,15/08/2020,Crema de Lecha,Delizia,92,7,24/06/2020,307,90.5,Online,356,62.82,Sin Descuento,25/09/2018,17/03/2022
Cliente 3405,24/01/2022,Mermelada,Delizia,60.6,30,17/01/2022,4,62.9,Online,65,89.84,Descuento Porcentual,27/10/2020,14/11/2020
Cliente 3406,11/07/2022,Jugo,Delizia,39.8,8,23/05/2022,228,40.6,Supermercado,232,84.82,Descuento Porcentual,08/06/2022,12/06/2022
Cliente 3407,20/05/2021,Leche,Delizia,21.3,2,13/05/2021,641,25.8,Online,36,11.54,Descuento Porcentual,09/01/2022,01/02/2022
Cliente 3408,24/08/2020,Jugo,Delizia,13.9,11,25/06/2020,190,9.3,Online,327,80.46,Sin Descuento,18/02/2020,15/10/2020
Cliente 3409,26/03/2022,Yogurt Griego,Nestle,77.4,15,20/02/2022,157,81.7,Agencia,289,96.27,Sin Descuento,29/02/2020,19/03/2020
Cliente 3410,25/01/2022,Jugo,Nestle,47.9,8,15/01/2022,20,50.3,Agencia,39,33.27,2x1,18/02/2022,21/10/2022
Cliente 3411,04/09/2021,Queso,Pairumani,34.9,30,21/08/2021,40,36.4,Agencia,495,19.76,Sin Descuento,02/11/2022,17/11/2022
Cliente 3412,19/10/2020,Jugo,Delizia,68.5,12,09/09/2020,718,71.3,Online,191,48.59,2x1,11/02/2018,31/01/2020
Cliente 3413,21/06/2019,Yogurt,Delizia,31,28,28/04/2019,541,26.3,Agencia,4,25.04,2x1,10/10/2019,30/10/2021
Cliente 3414,07/02/2021,Helado,Pairumani,17.6,30,04/01/2021,166,19.6,Supermercado,412,42.95,Sin Descuento,21/02/2020,27/02/2020
Cliente 3415,09/12/2021,Jugo,Delizia,30.9,14,26/11/2021,420,26.4,Supermercado,221,90.91,2x1,14/03/2019,23/04/2021
Cliente 3416,04/02/2019,Gelatina,Delizia,86.5,137,03/02/2019,48,90.7,Online,431,85.68,2x1,10/09/2021,25/11/2021
Cliente 3417,01/05/2020,Yogurt Griego,Delizia,94.3,18,05/03/2020,324,95.3,Online,16,79.04,Sin Descuento,21/11/2018,02/09/2020
Cliente 3418,04/10/2021,Leche,Pairumani,58.4,2,09/08/2021,298,62.2,Supermercado,88,81.28,Sin Descuento,25/12/2022,17/01/2023
Cliente 3419,09/09/2022,Queso,Pairumani,64.4,39,07/09/2022,916,59.5,Supermercado,30,66.87,2x1,19/05/2020,07/05/2022
Cliente 3420,03/04/2019,Queso,Pairumani,59.2,31,05/02/2019,321,55.3,Supermercado,560,71.59,Descuento Porcentual,24/07/2021,15/03/2022
Cliente 3421,12/10/2022,Crema de Lecha,Delizia,32.3,6,06/09/2022,24,36.4,Agencia,46,50.89,2x1,14/02/2020,05/06/2022
Cliente 3422,06/03/2022,Helado,Pairumani,73.4,23,27/02/2022,455,69,Supermercado,70,27.44,Descuento Porcentual,07/09/2018,21/05/2022
Cliente 3423,16/04/2022,Yogurt,Pairumani,48.3,30,04/03/2022,160,53,Agencia,685,10.03,Descuento Porcentual,29/03/2019,25/12/2021
Cliente 3424,09/11/2019,Jugo,Nestle,91.4,11,14/10/2019,245,91.6,Supermercado,227,97.44,2x1,15/03/2018,23/09/2019
Cliente 3425,27/06/2020,Helado,Delizia,71,21,22/06/2020,386,67.5,Agencia,9,10.71,Sin Descuento,23/02/2021,06/03/2021
Cliente 3426,10/09/2020,Leche,Delizia,35.8,2,07/08/2020,310,36.2,Supermercado,363,92.81,Sin Descuento,02/05/2018,14/09/2020
Cliente 3427,10/05/2021,Mantequilla,Nestle,87.3,14,12/03/2021,100,83.8,Agencia,582,69.57,2x1,06/11/2021,13/11/2021
Cliente 3428,27/02/2019,Jugo,Delizia,46,14,11/01/2019,588,48.7,Agencia,49,35.14,Sin Descuento,02/07/2022,23/07/2022
Cliente 3429,19/03/2022,Crema de Lecha,Delizia,59.5,7,21/02/2022,57,59.9,Supermercado,34,80.08,2x1,21/08/2019,16/09/2019
Cliente 3430,06/03/2021,Helado,Pairumani,10.2,26,16/01/2021,507,12.1,Online,43,19.27,2x1,18/07/2021,02/08/2021
Cliente 3431,25/11/2020,Jugo,Nestle,47.5,8,12/10/2020,36,45.6,Online,21,26.71,Sin Descuento,08/10/2022,18/10/2022
Cliente 3432,16/09/2019,Jugo,Delizia,61.9,11,05/09/2019,111,58.5,Agencia,213,77.61,2x1,21/05/2022,26/05/2022
Cliente 3433,01/03/2019,Mantequilla,Delizia,70.6,13,08/01/2019,21,65.9,Supermercado,232,54.48,Descuento Porcentual,31/07/2020,19/10/2021
Cliente 3434,22/11/2021,Jugo,Delizia,75.1,11,09/11/2021,559,71.1,Online,320,17.19,Descuento Porcentual,10/11/2019,02/03/2021
Cliente 3435,07/07/2019,Mermelada,ILVA,85.7,40,12/06/2019,696,90.7,Supermercado,215,94.4,Sin Descuento,30/08/2019,23/09/2019
Cliente 3436,19/07/2020,Yogurt,Pairumani,71.7,26,25/05/2020,58,74.5,Supermercado,4,53.4,Descuento Porcentual,12/12/2022,31/12/2022
Cliente 3437,16/05/2021,Mantequilla,Nestle,38.1,8,27/03/2021,25,38.1,Supermercado,212,26.53,Sin Descuento,24/10/2022,31/10/2022
Cliente 3438,02/08/2019,Yogurt,Pairumani,51.7,27,29/07/2019,90,49.9,Agencia,367,32.86,Sin Descuento,11/01/2020,02/02/2020
Cliente 3439,20/05/2022,Helado,Pairumani,54.6,22,23/03/2022,39,52.1,Supermercado,391,88.64,Descuento Porcentual,06/07/2018,26/07/2019
Cliente 3440,11/02/2020,Gelatina,Pairumani,56.4,80,30/01/2020,80,60.2,Online,16,82.24,2x1,01/01/2018,30/01/2019
Cliente 3441,18/01/2019,Jugo,Delizia,37.9,13,04/12/2018,299,42.1,Supermercado,75,13.3,Descuento Porcentual,24/11/2021,24/12/2021
Cliente 3442,26/09/2022,Jugo,Delizia,54.5,13,19/09/2022,295,52.3,Online,574,66.25,Sin Descuento,27/08/2018,11/10/2020
Cliente 3443,10/09/2019,Crema de Lecha,Delizia,64,7,31/08/2019,616,67.7,Supermercado,65,63.63,Sin Descuento,16/08/2022,23/08/2022
Cliente 3444,07/02/2022,Crema de Lecha,Pairumani,88,7,27/01/2022,552,89.4,Supermercado,304,53.34,2x1,17/06/2019,23/06/2019
Cliente 3445,16/11/2020,Yogurt Griego,Pairumani,40.3,18,20/10/2020,93,44.9,Online,22,72.29,Sin Descuento,05/06/2019,01/07/2019
Cliente 3446,05/04/2019,Mantequilla,Nestle,95.8,7,04/02/2019,85,92.5,Agencia,20,44.64,Descuento Porcentual,17/01/2022,14/03/2022
Cliente 3447,23/11/2021,Leche,Delizia,28.3,2,01/10/2021,80,28,Agencia,917,35.83,Descuento Porcentual,21/06/2021,11/07/2021
Cliente 3448,15/03/2020,Leche,Nestle,23.3,2,27/02/2020,188,28,Agencia,218,75.67,Descuento Porcentual,01/02/2021,12/04/2022
Cliente 3449,06/03/2022,Jugo,Nestle,74.1,9,10/02/2022,9,72.4,Agencia,917,27.16,Sin Descuento,01/08/2019,30/08/2020
Cliente 3450,11/08/2020,Mermelada,ILVA,83.9,37,04/07/2020,158,85.9,Online,357,35.37,Descuento Porcentual,22/05/2020,28/05/2020
Cliente 3451,17/08/2021,Crema de Lecha,Pairumani,66.9,6,30/06/2021,88,70.6,Online,749,53.72,2x1,25/01/2020,27/01/2020
Cliente 3452,11/11/2020,Crema de Lecha,Nestle,52.1,5,20/10/2020,131,54.2,Agencia,816,57.78,Sin Descuento,09/05/2020,13/04/2022
Cliente 3453,09/09/2021,Mantequilla,Pairumani,44.2,13,29/07/2021,130,48.8,Online,497,38.73,2x1,08/01/2019,06/05/2021
Cliente 3454,16/02/2021,Crema de Lecha,Delizia,91,7,08/01/2021,522,88.6,Supermercado,349,86.32,Sin Descuento,12/04/2022,14/04/2022
Cliente 3455,05/10/2020,Mermelada,Nestle,67.1,31,22/09/2020,676,65.2,Online,53,43.94,Sin Descuento,08/11/2018,05/05/2022
Cliente 3456,04/11/2021,Yogurt Griego,Delizia,25.3,16,21/10/2021,561,28.5,Agencia,87,78.02,Descuento Porcentual,26/11/2020,24/12/2020
Cliente 3457,17/11/2020,Queso,Norland,62.8,80,12/10/2020,70,62.1,Agencia,260,50.08,Sin Descuento,13/03/2018,17/12/2019
Cliente 3458,01/10/2019,Mermelada,Pairumani,59.2,26,20/08/2019,359,54.9,Online,85,60.99,2x1,02/07/2022,27/07/2022
Cliente 3459,01/06/2019,Mantequilla,Delizia,73.1,8,02/04/2019,85,70.3,Online,822,71.21,Sin Descuento,11/04/2020,13/06/2022
Cliente 3460,27/08/2020,Jugo,Nestle,21.6,8,10/08/2020,99,19.6,Supermercado,36,93.6,Descuento Porcentual,08/04/2021,02/09/2022
Cliente 3461,21/01/2022,Yogurt,Pairumani,29.5,24,21/12/2021,226,24.6,Supermercado,124,44.44,Descuento Porcentual,21/11/2019,30/11/2019
Cliente 3462,11/11/2020,Queso,Pairumani,26.8,51,04/10/2020,77,29.9,Online,224,50.91,2x1,04/03/2021,10/03/2021
Cliente 3463,11/02/2020,Crema de Lecha,Nestle,84,7,09/01/2020,624,79.3,Online,97,91.6,Sin Descuento,02/09/2022,30/09/2022
Cliente 3464,10/04/2020,Mantequilla,Delizia,66.9,14,22/02/2020,88,67.7,Online,647,63.09,Sin Descuento,28/10/2018,27/11/2018
Cliente 3465,14/12/2022,Leche,Delizia,92.7,22,28/10/2022,199,91.7,Online,216,67.03,Descuento Porcentual,26/02/2021,26/03/2021
